CODIGOS POSTALES
----------------

PROVINCIA;POBLACION;CODIGOPOSTAL
LA CORUÑA;TABERNANOVA (COIRO);15145
LA CORUÑA;TABERNANOVA (FIGUEROA);15318
LA CORUÑA;TABERRA;15685
LA CORUÑA;TABLILLA;15186
LA CORUÑA;TABOADA (BUXAN);15873
LA CORUÑA;TABOADA (ENTRECRUCES);15109
LA CORUÑA;TABOADA (FERREIROS);15824
LA CORUÑA;TABOADA (MANDIA);15595
LA CORUÑA;TABOADA (PONTENOVA);15873
LA CORUÑA;TABOADA (PROBAOS);15391
LA CORUÑA;TABOADA (SILLOBRE);15509
LA CORUÑA;TABOADA (VISURA);15618
LA CORUÑA;TABOAS;15145
LA CORUÑA;TABOAS (MANDAIO);15388
LA CORUÑA;TABOAS (VIGO-SAN VICENTE);15175
LA CORUÑA;TABOIDO;15116
LA CORUÑA;TAFORNELOS;15568
LA CORUÑA;TAHONA;15873
LA CORUÑA;TAIBO;15169
LA CORUÑA;TAIN;15391
LA CORUÑA;TAIPA;15338
LA CORUÑA;TAJON;15809
LA CORUÑA;TAL DE ABAIXO;15289
LA CORUÑA;TAL DE ARRIBA;15289
LA CORUÑA;TALAIA;15126
LA CORUÑA;TALIEIRO;15553
LA CORUÑA;TALIN;15808
LA CORUÑA;TALLADAS;15145
LA CORUÑA;TALLARA;15216
LA CORUÑA;TALLO (SAN ANDRES);15111
LA CORUÑA;TALLON;15332
LA CORUÑA;TALLOS;15981
LA CORUÑA;TALON;15124
LA CORUÑA;TAMARELA;15310
LA CORUÑA;TAMARIN;15685
LA CORUÑA;TAMBRE (FECHA);15870
LA CORUÑA;TAMBRE (MARQUIÑO);15887
LA CORUÑA;TAMBRE (ROO);15211
LA CORUÑA;TAMBRE (URDILDE);15281
LA CORUÑA;TAMOU;15807
LA CORUÑA;TAÑE;15683
LA CORUÑA;TAÑEIRA;15332
LA CORUÑA;TAÑOI;15685
LA CORUÑA;TANXIL;15920
LA CORUÑA;TAPIA (ARTES);15108
LA CORUÑA;TAPIA (BURGO, O);15679
LA CORUÑA;TAPIA (MALLON);15846
LA CORUÑA;TAPIA (PORTO ESPASANTE);15339
LA CORUÑA;TAPIA (PORTOMOURO);15871
LA CORUÑA;TAPIA (SOANDRES-LARACHA);15145
LA CORUÑA;TARA;15997
LA CORUÑA;TARABELO;15160
LA CORUÑA;TARAGOÑA;15985
LA CORUÑA;TARAIO;15112
LA CORUÑA;TARAMANCOS;15218
LA CORUÑA;TARAMBELO;15563
LA CORUÑA;TARAMUÑO;15175
LA CORUÑA;TARANBOLLO;15108
LA CORUÑA;TARAÑO;15358
LA CORUÑA;TARAS;15236
LA CORUÑA;TARAS (SAN XIAN);15236
LA CORUÑA;TARAZA;15550
LA CORUÑA;TARELA;15998
LA CORUÑA;TARES;15108
LA CORUÑA;TARRAO;15327
LA CORUÑA;TARRENTOS;15686
LA CORUÑA;TARRIO (ABELLA);15685
LA CORUÑA;TARRIO (BAROÑA);15979
LA CORUÑA;TARRIO (DODRO);15981
LA CORUÑA;TARRIO (FENE);15500
LA CORUÑA;TARRIO (LAVACOLLA);15820
LA CORUÑA;TARRIO (LOXO);15822
LA CORUÑA;TARRIO (MANDAIO);15388
LA CORUÑA;TARRIO (OSEBE);15866
LA CORUÑA;TARRIO (QUEIRUGA);15998
LA CORUÑA;TARRIO (RESTANDE);15687
LA CORUÑA;TARRIO (SARANDON);15886
LA CORUÑA;TARRIO (TARRIO);15189
LA CORUÑA;TARRIO (XAVESTRE);15687
LA CORUÑA;TARRIO (ZAS DE REI);15807
LA CORUÑA;TARROAL;15861
LA CORUÑA;TARROEIRA (CEBREIRO);15823
LA CORUÑA;TARROEIRA (CUMBRAOS);15685
LA CORUÑA;TARROEIRA (ESPERON);15182
LA CORUÑA;TARROEIRA (SUMIO);15184
LA CORUÑA;TARROEIRA (VIZOÑO);15318
LA CORUÑA;TARROEIRA, A (AMES);15864
LA CORUÑA;TARRUBO;15319
LA CORUÑA;TASARAÑO;15122
LA CORUÑA;TASENDE;15186
LA CORUÑA;TATIN;15167
LA CORUÑA;TAVILO;15287
LA CORUÑA;TAXEA;15183
LA CORUÑA;TAXES;15291
LA CORUÑA;TEAIO;15982
LA CORUÑA;TEAÑO;15937
LA CORUÑA;TEDIN (LIRES);15139
LA CORUÑA;TEDIN (VIMIANZO);15129
LA CORUÑA;TEILLOR;15808
LA CORUÑA;TEIRA;15969
LA CORUÑA;TEIXEDELOS;15325
LA CORUÑA;TEIXEDO;15111
LA CORUÑA;TEIXEIRA (ARTES);15969
LA CORUÑA;TEIXEIRA DE ABAIXO;15613
LA CORUÑA;TEIXEIRA DE ARRIBA;15613
LA CORUÑA;TEIXEIRO (AREAS);15314
LA CORUÑA;TEIXEIRO (DEVESOS);15339
LA CORUÑA;TEIXEIRO (FERREIRA);15598
LA CORUÑA;TEIXEIRO (RECEMIL);15568
LA CORUÑA;TEIXEIRO (SAN CRISTOBO-COUZADOIRO);15339
LA CORUÑA;TEIXEIRO (SOMOZAS);15565
LA CORUÑA;TEIXEIRO (VISURA);15618
LA CORUÑA;TEIXIDE;15818
LA CORUÑA;TEIXIDELO;15338
LA CORUÑA;TEIXIDELOS;15610
LA CORUÑA;TEIXIDO;15339
LA CORUÑA;TEIXIDO DE ABAIXO;15613
LA CORUÑA;TEIXIDO DE ARRIBA;15613
LA CORUÑA;TEIXIDON;15855
LA CORUÑA;TEIXIN;15809
LA CORUÑA;TEIXO, O;15613
LA CORUÑA;TEIXOEIRA (CABOVILAÑO);15146
LA CORUÑA;TEIXOEIRA (CAMPO HOSPITAL);15359
LA CORUÑA;TEIXOEIRA (FREIRES);15332
LA CORUÑA;TEIXOEIRA (GRANDAL);15616
LA CORUÑA;TEIXOEIRA (MONTEAGUDO);15144
LA CORUÑA;TEIXOEIRA (PANTIN);15553
LA CORUÑA;TEIXOEIRA DE ABAIXO;15338
LA CORUÑA;TEIXOEIRA DE ARRIBA;15338
LA CORUÑA;TEIXOEIRAS (AGUALADA);15147
LA CORUÑA;TEIXOEIRAS (BUXANTES);15151
LA CORUÑA;TEIXOEIRAS (CUMBRAOS);15685
LA CORUÑA;TEIXOEIRAS (HERVES);15183
LA CORUÑA;TEIXOEIRAS (SAN CLAUDIO);15338
LA CORUÑA;TEIXUEIRA;15292
LA CORUÑA;TEJO;15885
LA CORUÑA;TELLA (ARTES);15108
LA CORUÑA;TELLA (NANDE);15119
LA CORUÑA;TELLA (SAN ELEUTERIO);15110
LA CORUÑA;TELLADO (ENCHOUSAS);15566
LA CORUÑA;TELLADO (FENE);15500
LA CORUÑA;TELLADO (SANTA CRUZ DE MOECHE);15564
LA CORUÑA;TELLADO (VALLEGESTOSO);15315
LA CORUÑA;TELLADOS;15814
LA CORUÑA;TELLAS;15349
LA CORUÑA;TELLE;15630
LA CORUÑA;TELLEIRA (ARMENTON);15144
LA CORUÑA;TELLEIRA (ARTES);15108
LA CORUÑA;TELLEIRA (BOA);15218
LA CORUÑA;TELLEIRA (CABOVILAÑO);15146
LA CORUÑA;TELLEIRA (GOLMAR);15145
LA CORUÑA;TELLEIRA (MARIÑA, A);15592
LA CORUÑA;TELLEIRA (MESIA);15685
LA CORUÑA;TELLEIRA (NARON);15578
LA CORUÑA;TELLEIRA (NOGUEIRIDO);15338
LA CORUÑA;TELLEIRA (REVOLTAS);15116
LA CORUÑA;TELLEIRAS;15500
LA CORUÑA;TELLEIRAS (SEQUEIRO-MEIRAS);15550
LA CORUÑA;TELLEIRAS (XUBIA);15572
LA CORUÑA;TELLEIRO;15210
LA CORUÑA;TELLEIRO (OZA RIOS);15389
LA CORUÑA;TELLEIRO (PONTE DE CASTRO);15685
LA CORUÑA;TELLEIRO (QUEIXAS);15186
LA CORUÑA;TELLEIRO (TELLEIRO);15310
LA CORUÑA;TELOI;15622
LA CORUÑA;TELVA (SIGRAS, DE);15181
LA CORUÑA;TELVA, A (RUTIS);15174
LA CORUÑA;TEMBRA;15865
LA CORUÑA;TEMBRAS;15598
LA CORUÑA;TEMPLE (SANTA MARIA);15679
LA CORUÑA;TENDA;15145
LA CORUÑA;TENENCIA;15623
LA CORUÑA;TEO;15886
LA CORUÑA;TERBA;15325
LA CORUÑA;TERCIAS (LANDOI);15366
LA CORUÑA;TERCIAS (TERCIAS);15618
LA CORUÑA;TERCIO, O;15314
LA CORUÑA;TERELLE;15239
LA CORUÑA;TERNANDE;15115
LA CORUÑA;TERQUEIRAS;15618
LA CORUÑA;TERREO;15318
LA CORUÑA;TERREO, O;15319
LA CORUÑA;TERRON;15635
LA CORUÑA;TERRONA;15978
LA CORUÑA;TESOURO;15580
LA CORUÑA;TEUROPEIRA;15627
LA CORUÑA;TEXEXE;15866
LA CORUÑA;TIDE;15358
LA CORUÑA;TIEIRA;15684
LA CORUÑA;TIEIRA DE BAIUCA;15685
LA CORUÑA;TIEIRA GRANDE;15685
LA CORUÑA;TIEIRA PEQUENA;15685
LA CORUÑA;TIGUEIRA;15185
LA CORUÑA;TILLEIRA;15187
LA CORUÑA;TILLEIRO;15358
LA CORUÑA;TILOS, OS (UR);15894
LA CORUÑA;TIMIRAOS;15552
LA CORUÑA;TINEO (LOIRA);15542
LA CORUÑA;TINEO (MONFERO);15618
LA CORUÑA;TINES (SANTA EULALIA);15127
LA CORUÑA;TINGLADO;15338
LA CORUÑA;TIÑOSO;15685
LA CORUÑA;TINTEIRA (INSUA);15338
LA CORUÑA;TINTEIRA (NEDA);15510
LA CORUÑA;TIOBRE (SAN MARTIÑO);15319
LA CORUÑA;TIOPEIRA, A;15689
LA CORUÑA;TIQUION;15565
LA CORUÑA;TIRAS;15689
LA CORUÑA;TIRAZ;15580
LA CORUÑA;TIS;15142
LA CORUÑA;TISETE;15806
LA CORUÑA;TIULFE;15313
LA CORUÑA;TIVIANES;15684
LA CORUÑA;TIXOLIÑO;15821
LA CORUÑA;TIXOSA;15807
LA CORUÑA;TOA;15818
LA CORUÑA;TOANDE;15819
LA CORUÑA;TOBA (SANTO ANDRAN);15137
LA CORUÑA;TOBA DE ABAIXO;15137
LA CORUÑA;TOBA DE ARRIBA;15137
LA CORUÑA;TOCA;15568
LA CORUÑA;TOELEIRA;15577
LA CORUÑA;TOGEIRO;15286
LA CORUÑA;TOIMIL;15550
LA CORUÑA;TOIVERDE;15582
LA CORUÑA;TOIXEIRO;15339
LA CORUÑA;TOLAN (CAMPIÑO);15949
LA CORUÑA;TOLAN (FOXAS);15822
LA CORUÑA;TOLAN (PONTE LEDESMA);15882
LA CORUÑA;TOLDA (GALLADO);15317
LA CORUÑA;TOLDA (VAL DE XESTOSO);15315
LA CORUÑA;TOLDA, A;15635
LA CORUÑA;TOMADA;15949
LA CORUÑA;TOMBA;15359
LA CORUÑA;TOMONDE;15880
LA CORUÑA;TOPE;15339
LA CORUÑA;TOQUES;15809
LA CORUÑA;TORANTE;15813
LA CORUÑA;TORAS (SANTA MARIA);15145
LA CORUÑA;TORDOIA (SAN XOAN);15683
LA CORUÑA;TOREA;15290
LA CORUÑA;TOREE;15569
LA CORUÑA;TORELO;15129
LA CORUÑA;TORES;15978
LA CORUÑA;TORNA;15687
LA CORUÑA;TORNEIRO;15338
LA CORUÑA;TORNEIROS (INSUA);15338
LA CORUÑA;TORNEIROS (MELLA);15819
LA CORUÑA;TORNIL;15287
LA CORUÑA;TORÑO;15189
LA CORUÑA;TORNO (ARGALO);15217
LA CORUÑA;TORNO (CAMPO HOSPITAL);15359
LA CORUÑA;TORNO (MONTE);15561
LA CORUÑA;TORNO (VISURA);15618
LA CORUÑA;TORNO DE ABAIXO;15359
LA CORUÑA;TORNOS (DORNEDA);15178
LA CORUÑA;TORNOS (MEIRAS);15168
LA CORUÑA;TORNOS (SANTA MARIA DE XESTOSO);15315
LA CORUÑA;TORRE (AMEIXEIRA);15391
LA CORUÑA;TORRE (ANXERIZ);15684
LA CORUÑA;TORRE (ARANGA);15317
LA CORUÑA;TORRE (AREAS);15314
LA CORUÑA;TORRE (BARBOS);15332
LA CORUÑA;TORRE (BERREO);15687
LA CORUÑA;TORRE (BRANZA);15819
LA CORUÑA;TORRE (BRION);15865
LA CORUÑA;TORRE (CAAMAÑO);15996
LA CORUÑA;TORRE (CABOVILAÑO);15146
LA CORUÑA;TORRE (CAMPOLONGO);15614
LA CORUÑA;TORRE (CORREDOIRAS);15807
LA CORUÑA;TORRE (DE ANDEIRO);15669
LA CORUÑA;TORRE (DEVESOS);15339
LA CORUÑA;TORRE (FEAS);15317
LA CORUÑA;TORRE (FENE);15500
LA CORUÑA;TORRE (FERREIROS);15824
LA CORUÑA;TORRE (FIGUEROA);15318
LA CORUÑA;TORRE (FILGUEIRA TRABA);15391
LA CORUÑA;TORRE (FREIXO);15326
LA CORUÑA;TORRE (GORGULLOS);15684
LA CORUÑA;TORRE (IGLESIAFEITA);15580
LA CORUÑA;TORRE (LAGO);15551
LA CORUÑA;TORRE (LARACHA);15145
LA CORUÑA;TORRE (LARAXE);15622
LA CORUÑA;TORRE (LENDO);15145
LA CORUÑA;TORRE (LESTON);15145
LA CORUÑA;TORRE (MABEGONDO);15318
LA CORUÑA;TORRE (MANTARAS);15314
LA CORUÑA;TORRE (MARQUIÑO);15887
LA CORUÑA;TORRE (MERA);15177
LA CORUÑA;TORRE (MESIA);15685
LA CORUÑA;TORRE (MONFERO);15618
LA CORUÑA;TORRE (MUNIFERRAL);15317
LA CORUÑA;TORRE (ORXAL, O);15819
LA CORUÑA;TORRE (PORTO ESPASANTE);15339
LA CORUÑA;TORRE (PORTO);15622
LA CORUÑA;TORRE (PRESARAS);15807
LA CORUÑA;TORRE (PRIORADA);15809
LA CORUÑA;TORRE (PROBAOS);15391
LA CORUÑA;TORRE (RIBADEUME);15329
LA CORUÑA;TORRE (ROADE);15815
LA CORUÑA;TORRE (RODIS);15186
LA CORUÑA;TORRE (SALES);15885
LA CORUÑA;TORRE (SAN CLAUDIO);15338
LA CORUÑA;TORRE (SANTA COMBA);15841
LA CORUÑA;TORRE (SANTA MARIA DE XESTOSO);15315
LA CORUÑA;TORRE (SENRA);15688
LA CORUÑA;TORRE (SERGUDE);15881
LA CORUÑA;TORRE (SIGUEIRO);15884
LA CORUÑA;TORRE (SILLOBRE);15509
LA CORUÑA;TORRE (SILVAN);15147
LA CORUÑA;TORRE (SISAMO);15106
LA CORUÑA;TORRE (SOANDRES);15145
LA CORUÑA;TORRE (SOMOZAS);15565
LA CORUÑA;TORRE (TOURO);15822
LA CORUÑA;TORRE (VALLADARES);15239
LA CORUÑA;TORRE (VILACHA);15617
LA CORUÑA;TORRE (XANCEDA-IGLESIA, A);15685
LA CORUÑA;TORRE BRANCA, A;15873
LA CORUÑA;TORRE DA ENFESTA, A;15890
LA CORUÑA;TORRE DE ABAIXO;15880
LA CORUÑA;TORRE DE ARRIBA;15880
LA CORUÑA;TORRE DE CILLOBRE;15145
LA CORUÑA;TORRE DE LAMA, A;15339
LA CORUÑA;TORRE DE MEIXIGO;15669
LA CORUÑA;TORRE DO MEDIO;15880
LA CORUÑA;TORRE NOGUEIRA;15147
LA CORUÑA;TORRE, A;15186
LA CORUÑA;TORRE, A (AIAZO);15686
LA CORUÑA;TORRE, A (BEMANTES);15635
LA CORUÑA;TORRE, A (CACHEIRAS);15883
LA CORUÑA;TORRE, A (CERVAS);15625
LA CORUÑA;TORRE, A (CESAR-SANTA MARIA);15884
LA CORUÑA;TORRE, A (LUBRE);15166
LA CORUÑA;TORRE, A (MATASUEIRO);15239
LA CORUÑA;TORRE, A (MOAR);15686
LA CORUÑA;TORRE, A (PONTEVEA);15883
LA CORUÑA;TORRE, A (SAN VICENTE DE MARANTES);15884
LA CORUÑA;TORRE, A (SARCES);15518
LA CORUÑA;TORRE, A (VERDIA);15884
LA CORUÑA;TORRE, A (VILAR-SAN PEDRO);15614
LA CORUÑA;TORRECOBADIÑA;15122
LA CORUÑA;TORREIRA (SANTAIA DE GORGULLOS);15684
LA CORUÑA;TORREIRA, A;15898
LA CORUÑA;TORREIRO (FEAS);15317
LA CORUÑA;TORREIRO (MABEGONDO);15318
LA CORUÑA;TORREIRO (VISANTOÑA);15689
LA CORUÑA;TORREIS DE ABAIXO;15822
LA CORUÑA;TORREIS DE ARRIBA;15822
LA CORUÑA;TORRELAVANDEIRA;15316
LA CORUÑA;TORRENTE (FIGUEROA);15318
LA CORUÑA;TORRENTE (MEIRAS);15168
LA CORUÑA;TORRENTE (SANTIAGO);15899
LA CORUÑA;TORRENTE (VIZOÑO);15318
LA CORUÑA;TORRENTES (PONTE DE MERA);15349
LA CORUÑA;TORRENTES (VILARRUBE);15554
LA CORUÑA;TORRENTES (VISTA ALEGRE);15577
LA CORUÑA;TORRENTOS;15686
LA CORUÑA;TORRES (BORRIFANS);15390
LA CORUÑA;TORRES (MENS);15113
LA CORUÑA;TORRES (OLEIROS);15173
LA CORUÑA;TORRES (PONTEDEUME);15638
LA CORUÑA;TORRES (VERDIA);15884
LA CORUÑA;TORRES (VIMIANZO);15129
LA CORUÑA;TORRES DE LORBE;15177
LA CORUÑA;TORRES, AS (MENS);15113
LA CORUÑA;TORRES, AS (OZA);15107
LA CORUÑA;TORRILLON;15326
LA CORUÑA;TORRIÑA (OUSOÑO);15210
LA CORUÑA;TORRIÑA (ZAS DE REI);15807
LA CORUÑA;TORROAL;15140
LA CORUÑA;TORRON;15168
LA CORUÑA;TORTAS;15577
LA CORUÑA;TORTOS;15577
LA CORUÑA;TOURAL (CAMBRE);15660
LA CORUÑA;TOURAL (COIRO);15145
LA CORUÑA;TOURAL (PRESARAS);15807
LA CORUÑA;TOURAL (RODIS);15186
LA CORUÑA;TOURAL (SOANDRES);15145
LA CORUÑA;TOURIÑAN;15124
LA CORUÑA;TOURIÑAO DE ABAIXO;15319
LA CORUÑA;TOURIÑAO DE ARRIBA;15319
LA CORUÑA;TOURIO;15186
LA CORUÑA;TOURIS (URDILDE);15281
LA CORUÑA;TOURIZ (ESCLAVITUDE, A);15980
LA CORUÑA;TOURO (CASTIÑEIRAS);15966
LA CORUÑA;TOURO (SAN XOAN);15822
LA CORUÑA;TOUZAS (QUINTANS);15127
LA CORUÑA;TOUZAS, AS (VALLADARES);15239
LA CORUÑA;TOXA (QUION);15824
LA CORUÑA;TOXA (VIMIANZO);15120
LA CORUÑA;TOXA, A (MUIÑO);15858
LA CORUÑA;TOXA, A (ZAS);15850
LA CORUÑA;TOXAS;15315
LA CORUÑA;TOXEIRA (MORQUINTIAN);15124
LA CORUÑA;TOXEIRA (OUSOÑO);15210
LA CORUÑA;TOXEIRA DE SAN LOURENZO;15899
LA CORUÑA;TOXEIRA, A (CANDO-SAN TIRSO);15286
LA CORUÑA;TOXEIRO;15339
LA CORUÑA;TOXETES;15551
LA CORUÑA;TOXIÑO;15315
LA CORUÑA;TOXIÑO (2);15317
LA CORUÑA;TOXO;15358
LA CORUÑA;TOXOS (OUTES SAN XUSTO);15282
LA CORUÑA;TRABA (ARAÑO);15984
LA CORUÑA;TRABA (CASTRIZ);15848
LA CORUÑA;TRABA (SANTIAGO);15119
LA CORUÑA;TRABA DE BERGANTIÑOS (SANTA MARIA);15147
LA CORUÑA;TRABA DE LAXE;15119
LA CORUÑA;TRABADO;15339
LA CORUÑA;TRABAZON;15338
LA CORUÑA;TRABE, A;15110
LA CORUÑA;TRABES;15689
LA CORUÑA;TRABUXANS;15147
LA CORUÑA;TRADOBAL;15319
LA CORUÑA;TRAFONTANS;15118
LA CORUÑA;TRAGALLIA;15316
LA CORUÑA;TRAIDA DE AGUAS;15846
LA CORUÑA;TRALA PENA (GRAÑAS DO SOR, AS);15339
LA CORUÑA;TRALO CASTRO;15594
LA CORUÑA;TRALO FEAL;15329
LA CORUÑA;TRALOMONTE;15329
LA CORUÑA;TRALORRIO (LEIRA);15689
LA CORUÑA;TRALORRIO (MERCURIN-SAN CLEMENTE);15689
LA CORUÑA;TRAMBASMERAS (DEVESO);15326
LA CORUÑA;TRAMBORRIAS;15562
LA CORUÑA;TRANDEIRAS (SOUTO);15806
LA CORUÑA;TRANDEIRAS (VALDOVIÑO);15552
LA CORUÑA;TRANGUEIRA;15368
LA CORUÑA;TRANSFONTAO;15808
LA CORUÑA;TRANSMONTE (ARZUA);15819
LA CORUÑA;TRAPA;15819
LA CORUÑA;TRAS DA AGRA (CASTRIZ);15848
LA CORUÑA;TRAS DA COSTA (NANDE);15119
LA CORUÑA;TRAS DA COSTA (SANTIAGO DE TAL);15289
LA CORUÑA;TRAS DA PEDRA;15127
LA CORUÑA;TRAS DA SERRA DE ABAIXO (FREIXO);15326
LA CORUÑA;TRAS DA SERRA DE ARRIBA;15326
LA CORUÑA;TRAS DA SERRA DO MEDIO;15326
LA CORUÑA;TRAS DA VILA;15621
LA CORUÑA;TRAS DE COTON;15848
LA CORUÑA;TRAS DO CEAN;15121
LA CORUÑA;TRAS DO EIXO;15883
LA CORUÑA;TRAS DO MONTE;15325
LA CORUÑA;TRAS DO REGO;15329
LA CORUÑA;TRAS DO RIO (BARALLOBRE);15528
LA CORUÑA;TRAS DO RIO (FREIXO);15326
LA CORUÑA;TRAS DO RIO (MUXIA);15124
LA CORUÑA;TRAS DO RIO (ORXAL);15819
LA CORUÑA;TRAS DO RIO (SAN CLAUDIO);15368
LA CORUÑA;TRAS ESPIÑEIRA;15899
LA CORUÑA;TRAS FONTAN;15124
LA CORUÑA;TRAS IGLESIA (GUISAMO);15640
LA CORUÑA;TRAS IGLESIA (PUMAR);15825
LA CORUÑA;TRAS IGREXA (ROXOS);15896
LA CORUÑA;TRAS OUTEIRO (VIMIANZO);15120
LA CORUÑA;TRAS VEA;15884
LA CORUÑA;TRASANCOS;15540
LA CORUÑA;TRASANDE;15146
LA CORUÑA;TRASANQUELOS (SAN SALVADOR);15391
LA CORUÑA;TRASARIZ;15885
LA CORUÑA;TRASARIZ (VIMIANZO);15120
LA CORUÑA;TRASARIZ DE ABAIXO;15885
LA CORUÑA;TRASARIZ DE ARRIBA;15885
LA CORUÑA;TRASBAR;15819
LA CORUÑA;TRASBARCALA;15838
LA CORUÑA;TRASCANCELAS;15890
LA CORUÑA;TRASDAGRA (REVOLTAS, AS);15116
LA CORUÑA;TRASDEPENA;15339
LA CORUÑA;TRASDOCEAN;15119
LA CORUÑA;TRASDOROÑA;15639
LA CORUÑA;TRASDOVAL;15319
LA CORUÑA;TRASEIRAS;15611
LA CORUÑA;TRASELLAS;15883
LA CORUÑA;TRASFONTAO;15819
LA CORUÑA;TRASIGLESIA (BOENTE);15826
LA CORUÑA;TRASIGLESIA (CRENDES);15318
LA CORUÑA;TRASIGLESIA (VISANTOÑA);15809
LA CORUÑA;TRASIN;15168
LA CORUÑA;TRASLORRIGUEIRO;15317
LA CORUÑA;TRASMIL (LEIRA);15689
LA CORUÑA;TRASMIL (PONTE MACEIRA, A);15864
LA CORUÑA;TRASMIL (VIÑAS);15319
LA CORUÑA;TRASMONTE (CERVO);15357
LA CORUÑA;TRASMONTE (SANTA MARIA);15864
LA CORUÑA;TRASMONTE (SANTO ESTEBO);15819
LA CORUÑA;TRASMONTE (VISTA ALEGRE-CRUZ DO POUSO);15577
LA CORUÑA;TRASMUNDE;15807
LA CORUÑA;TRASMUNDI;15809
LA CORUÑA;TRASMURO;15916
LA CORUÑA;TRASOUTEIRO (BRION);15865
LA CORUÑA;TRASPEDRA;15808
LA CORUÑA;TRASTEIRO;15122
LA CORUÑA;TRASVESA (FEAS);15317
LA CORUÑA;TRASVESA (VIZOÑO);15318
LA CORUÑA;TRASVESAS (PEREIRIÑA);15138
LA CORUÑA;TRAVE (MOSENDE);15359
LA CORUÑA;TRAVE (VECIÑEIRA);15359
LA CORUÑA;TRAVES;15995
LA CORUÑA;TRAVESA;15500
LA CORUÑA;TRAVESAS (BARQUEIRA, A);15569
LA CORUÑA;TRAVESAS (HERVES);15183
LA CORUÑA;TRAVESAS (MONFERO);15618
LA CORUÑA;TRAVESAS (SANTIAGO);15860
LA CORUÑA;TRAVESAS (VIÑA, A);15314
LA CORUÑA;TRAVESIA;15188
LA CORUÑA;TRAVIESAS, AS (MESON DO VENTO, O);15689
LA CORUÑA;TRAXEITO;15981
LA CORUÑA;TRAZO (STA MARIA);15687
LA CORUÑA;TREBELLE;15186
LA CORUÑA;TREBOLO;15808
LA CORUÑA;TREBONZOS;15991
LA CORUÑA;TRECE (BAÑA, A);15863
LA CORUÑA;TRECE (LIÑAIO);15839
LA CORUÑA;TREMO, O;15280
LA CORUÑA;TREMOA (BUÑO);15111
LA CORUÑA;TREMOA (SAN XOAN MOECHE);15563
LA CORUÑA;TRENTE;15391
LA CORUÑA;TREOS (SAN MIGUEL);15129
LA CORUÑA;TRES CASTAÑOS;15528
LA CORUÑA;TRES LUGARES;15846
LA CORUÑA;TREVIÑO;15129
LA CORUÑA;TRIAN;15881
LA CORUÑA;TRIANS;15837
LA CORUÑA;TRIBALDES;15885
LA CORUÑA;TRIBAS;15822
LA CORUÑA;TRIEIRO;15563
LA CORUÑA;TRIEITES;15990
LA CORUÑA;TRIEITES DE ABAIXO;15991
LA CORUÑA;TRIEITES DE ARRIBA;15991
LA CORUÑA;TRIGAL;15565
LA CORUÑA;TRIGAS;15825
LA CORUÑA;TRIGUEIRA (CERCEDA);15185
LA CORUÑA;TRIGUEIRA (MONTEMAIOR);15145
LA CORUÑA;TRIGUEIRAS, AS;15314
LA CORUÑA;TRIJEZO;15145
LA CORUÑA;TRILLO;15881
LA CORUÑA;TRIÑANES;15938
LA CORUÑA;TRINGUION;15565
LA CORUÑA;TRION;15240
LA CORUÑA;TRISTIMIL;15368
LA CORUÑA;TROA;15145
LA CORUÑA;TROIAN DE ABAIXO;15108
LA CORUÑA;TROIAN DE ARRIBA;15108
LA CORUÑA;TROIAN DO MEDIO;15108
LA CORUÑA;TROITIN (DUMBRIA);15151
LA CORUÑA;TROITIN (LADRIDO);15339
LA CORUÑA;TROITOMIL;15881
LA CORUÑA;TROITOSENDE;15872
LA CORUÑA;TRONCEDA (SANTA MARIA);15819
LA CORUÑA;TRONCEDA A NOVA;15819
LA CORUÑA;TRONCEDA A VELLA;15819
LA CORUÑA;TRONQUEIRA;15368
LA CORUÑA;TROVADOR ESQUI;15510
LA CORUÑA;TRUEBE;15846
LA CORUÑA;TRUZ;15318
LA CORUÑA;TUFIONS;15121
LA CORUÑA;TUIMIL;15550
LA CORUÑA;TUIÑO;15659
LA CORUÑA;TUIRIL;15563
LA CORUÑA;TUIVERDE;15582
LA CORUÑA;TUIXE DE ABAIXO;15146
LA CORUÑA;TUIXE DE ARRIBA;15146
LA CORUÑA;TUMBADOIRO (MANTARAS);15313
LA CORUÑA;TUMBADOIRO (MEIRAS);15168
LA CORUÑA;TUMBADOIRO, O (ABELLA);15685
LA CORUÑA;TUÑAS;15838
LA CORUÑA;TURCES (STA MARIA);15822
LA CORUÑA;TURIO;15807
LA CORUÑA;TURNES;15847
LA CORUÑA;UBAL;15186
LA CORUÑA;UCEDOS;15329
LA CORUÑA;UCEIRA (BALTAR);15819
LA CORUÑA;UCEIRA (BURRES);15819
LA CORUÑA;UCEIRA (CRUCES, AS);15816
LA CORUÑA;UCEIRA (CUMBRAOS);15685
LA CORUÑA;UCEIRA (SOMEDE);15326
LA CORUÑA;UCEIRA (ZAS DE REI);15807
LA CORUÑA;UCEIRA, A (CELTIGOS);15686
LA CORUÑA;UCEIRA, A (PIÑEIRO);15893
LA CORUÑA;UCES;15684
LA CORUÑA;UCHEIRAS;15317
LA CORUÑA;UDRES;15979
LA CORUÑA;UHIA;15240
LA CORUÑA;ULFE (BARQUEIRA, A);15569
LA CORUÑA;ULFE (SILLOBRE);15509
LA CORUÑA;ULLO, O;15686
LA CORUÑA;ULLOA;15688
